,Unnamed: 0,From Date,PM2.5 (ug/m3),PM10 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),NO2 (ug/m3)
19465,22866,2021-09-11 11:00:00,10.3,16.28,9.39,0.69,33.31,8.4
19466,22867,2021-09-11 12:00:00,15.66,259.79,9.41,0.7,33.33,8.33
19467,22868,2021-09-11 13:00:00,14.39,208.79,8.65,0.7,33.24,8.33
19468,22879,2021-09-12 00:00:00,25.15,818.44,9.18,0.82,2.34,8.95
19469,22889,2021-09-12 10:00:00,18.38,23.46,8.71,0.7,26.65,8.63
19470,22890,2021-09-12 11:00:00,17.8,24.32,8.65,0.68,27.6,8.59
19471,22891,2021-09-12 12:00:00,17.0,21.99,8.12,0.66,30.29,8.53
19472,22893,2021-09-12 14:00:00,20.05,25.01,8.5,0.64,30.27,8.43
19473,22894,2021-09-12 15:00:00,19.29,28.11,8.61,0.62,30.33,8.42
19474,22895,2021-09-12 16:00:00,20.55,36.13,8.54,0.63,23.76,8.3
19475,22896,2021-09-12 17:00:00,23.89,29.72,7.54,0.64,17.35,9.25
19476,22897,2021-09-12 18:00:00,23.12,27.78,8.17,0.7,12.32,8.3
19477,22898,2021-09-12 19:00:00,18.3,27.53,8.58,0.69,12.23,8.41
19478,22899,2021-09-12 20:00:00,13.22,26.34,8.68,0.67,12.29,8.38
19479,22900,2021-09-12 21:00:00,11.27,26.85,8.59,0.7,5.06,8.31
19480,22901,2021-09-12 22:00:00,10.88,19.08,8.15,0.73,2.29,8.27
19481,22902,2021-09-12 23:00:00,10.23,20.44,8.61,0.74,2.4,8.29
19482,22903,2021-09-13 00:00:00,11.92,25.88,8.75,0.72,2.36,7.96
19483,22904,2021-09-13 01:00:00,17.03,31.49,8.44,0.67,2.25,8.29
19484,22905,2021-09-13 02:00:00,22.18,32.54,8.07,0.67,2.25,8.09
19485,22906,2021-09-13 03:00:00,18.55,33.01,8.2,0.68,2.27,8.05
19486,22907,2021-09-13 04:00:00,22.29,37.64,8.66,0.68,2.3,8.05
19487,22908,2021-09-13 05:00:00,23.75,36.56,8.88,0.64,2.31,8.51
19488,22909,2021-09-13 06:00:00,23.2,29.34,8.82,0.65,2.36,8.71
19489,22910,2021-09-13 07:00:00,20.07,27.18,7.99,0.66,6.4,8.15
19490,22911,2021-09-13 08:00:00,19.74,26.0,8.24,0.66,8.72,9.06
19491,22912,2021-09-13 09:00:00,19.41,30.2,8.47,0.65,20.54,9.14
19492,22913,2021-09-13 10:00:00,19.4,30.66,8.4,0.65,27.63,9.11
19493,22914,2021-09-13 11:00:00,23.47,30.23,7.87,0.65,37.29,8.07
19494,22915,2021-09-13 12:00:00,21.01,24.65,7.36,0.65,39.81,8.16
19495,22916,2021-09-13 13:00:00,18.6,23.37,7.54,0.65,42.27,8.16
19496,22917,2021-09-13 14:00:00,18.93,23.8,7.56,0.66,40.71,8.33
19497,22918,2021-09-13 15:00:00,15.81,24.71,6.95,0.4,34.18,8.07
19498,22919,2021-09-13 16:00:00,16.91,22.5,6.21,0.28,28.29,8.21
19499,22920,2021-09-13 17:00:00,18.18,20.54,7.58,0.27,22.73,8.33
19500,22921,2021-09-13 18:00:00,20.25,31.28,9.21,0.34,11.65,11.47
19501,22922,2021-09-13 19:00:00,20.96,28.79,9.37,0.53,6.26,12.53
19502,22923,2021-09-13 20:00:00,19.9,28.8,9.13,0.37,4.29,14.07
19503,22924,2021-09-13 21:00:00,17.4,29.53,8.6,0.4,3.33,11.91
19504,22925,2021-09-13 22:00:00,16.74,28.2,9.81,0.45,0.92,9.88
19505,22926,2021-09-13 23:00:00,17.22,33.04,9.9,0.48,0.92,8.95
19506,22927,2021-09-14 00:00:00,22.31,37.2,10.17,0.5,0.92,8.58
19507,22928,2021-09-14 01:00:00,20.32,32.63,9.82,0.51,0.92,8.43
19508,22929,2021-09-14 02:00:00,14.02,25.71,9.57,0.48,0.9,8.27
19509,22930,2021-09-14 03:00:00,12.38,24.59,9.66,0.49,0.93,8.24
19510,22931,2021-09-14 04:00:00,9.1,22.36,9.97,0.47,0.92,8.0
19511,22932,2021-09-14 05:00:00,6.96,17.09,9.79,0.47,0.93,8.04
19512,22933,2021-09-14 06:00:00,6.17,15.09,9.36,0.47,0.94,8.07
19513,22934,2021-09-14 07:00:00,9.72,20.29,9.5,0.46,4.78,7.99
19514,22935,2021-09-14 08:00:00,12.57,23.3,9.49,0.46,7.25,7.91
19515,22936,2021-09-14 09:00:00,12.03,23.13,9.51,0.45,18.4,8.15
19516,22937,2021-09-14 10:00:00,11.67,20.73,9.54,0.46,23.61,8.03
19517,22938,2021-09-14 11:00:00,11.72,21.22,8.34,0.44,32.02,8.02
19518,22939,2021-09-14 12:00:00,11.25,19.25,7.91,0.42,35.33,7.94
19519,22940,2021-09-14 13:00:00,14.41,26.47,7.95,0.41,35.34,8.0
19520,22941,2021-09-14 14:00:00,14.37,24.7,7.99,0.41,34.33,7.96
19521,22942,2021-09-14 15:00:00,12.07,24.65,7.8,0.42,28.61,8.02
19522,22943,2021-09-14 16:00:00,10.14,22.41,7.67,0.44,21.89,8.02
19523,22944,2021-09-14 17:00:00,9.17,23.36,8.53,0.43,16.2,8.09
19524,22945,2021-09-14 18:00:00,7.34,21.6,9.47,0.45,10.31,8.02
19525,22946,2021-09-14 19:00:00,7.04,19.07,9.63,0.46,7.78,8.07
19526,22949,2021-09-14 22:00:00,10.02,16.86,9.67,0.49,5.21,8.07
19527,22950,2021-09-14 23:00:00,11.55,16.4,9.56,0.48,5.23,8.09
19528,22951,2021-09-15 00:00:00,12.25,17.63,9.68,0.49,5.25,8.19
19529,22952,2021-09-15 01:00:00,11.93,19.17,9.13,0.5,5.23,8.27
19530,22953,2021-09-15 02:00:00,13.79,17.86,9.82,0.5,5.37,8.93
19531,22954,2021-09-15 03:00:00,12.12,19.95,9.83,0.51,5.33,9.53
19532,22955,2021-09-15 04:00:00,11.28,24.42,9.86,0.5,5.29,12.21
19533,22956,2021-09-15 05:00:00,11.86,22.55,9.59,0.51,5.33,9.49
19534,22957,2021-09-15 06:00:00,13.87,21.51,9.21,0.51,5.27,8.8
19535,22958,2021-09-15 07:00:00,11.54,21.11,9.84,0.51,5.29,8.51
19536,22959,2021-09-15 08:00:00,10.42,19.41,9.8,0.51,7.53,8.08
19537,22960,2021-09-15 09:00:00,12.55,22.83,9.81,0.51,13.25,8.1
19538,22961,2021-09-15 10:00:00,16.02,20.7,9.2,0.52,20.9,9.41
19539,22962,2021-09-15 11:00:00,14.64,20.1,8.85,0.43,28.26,11.01
19540,22963,2021-09-15 12:00:00,16.77,19.3,7.94,0.45,28.28,11.34
19541,22964,2021-09-15 13:00:00,14.12,16.48,7.14,0.45,32.35,16.26
19542,22965,2021-09-15 14:00:00,15.77,19.54,7.36,0.42,32.38,8.48
19543,22966,2021-09-15 15:00:00,15.45,20.07,6.87,0.41,28.73,8.07
19544,22967,2021-09-15 16:00:00,13.15,18.65,7.4,0.36,23.26,8.02
19545,22968,2021-09-15 17:00:00,17.07,20.62,8.05,0.29,16.03,8.04
19546,22969,2021-09-15 18:00:00,17.26,18.56,9.12,0.28,12.32,8.01
19547,22970,2021-09-15 19:00:00,11.43,19.34,8.29,0.31,5.37,8.07
19548,22971,2021-09-15 20:00:00,10.75,22.89,8.77,0.37,5.26,8.05
19549,22972,2021-09-15 21:00:00,13.06,28.15,9.27,0.4,4.09,8.12
19550,22973,2021-09-15 22:00:00,16.74,32.12,9.34,0.39,2.29,8.09
19551,22974,2021-09-15 23:00:00,15.66,36.84,9.47,0.3,2.28,8.09
19552,22975,2021-09-16 00:00:00,18.27,37.57,8.73,0.32,2.28,8.08
19553,22976,2021-09-16 01:00:00,16.43,32.35,8.87,0.29,2.3,8.05
19554,22977,2021-09-16 02:00:00,14.02,32.69,9.23,0.28,2.33,8.15
19555,22978,2021-09-16 03:00:00,13.41,36.99,9.17,0.28,2.28,8.09
19556,22979,2021-09-16 04:00:00,14.31,37.22,9.07,0.29,2.29,8.04
19557,22980,2021-09-16 05:00:00,15.07,37.01,8.8,0.29,2.25,8.06
19558,22981,2021-09-16 06:00:00,14.81,33.72,9.07,0.33,2.32,8.08
19559,22982,2021-09-16 07:00:00,11.75,39.67,9.2,0.32,5.3,8.1
19560,22983,2021-09-16 08:00:00,16.06,48.81,9.31,0.3,9.77,8.07
19561,22984,2021-09-16 09:00:00,20.67,48.76,9.04,0.32,12.7,8.07
19562,22985,2021-09-16 10:00:00,21.34,43.43,8.61,0.42,24.22,8.13
19563,22986,2021-09-16 11:00:00,23.22,45.19,8.82,0.43,27.33,5.75
19564,22987,2021-09-16 12:00:00,23.52,44.16,8.26,0.37,27.94,4.11
19565,22988,2021-09-16 13:00:00,23.61,46.51,7.73,0.37,30.33,4.08
19566,22989,2021-09-16 14:00:00,24.24,109.1,7.49,0.39,30.31,4.04
19567,22990,2021-09-16 15:00:00,25.69,254.49,7.81,0.36,27.26,4.01
19568,22991,2021-09-16 16:00:00,31.66,167.16,9.34,0.34,27.28,4.05
19569,22992,2021-09-16 17:00:00,29.01,67.62,9.59,0.34,18.38,4.05
19570,22993,2021-09-16 18:00:00,25.35,27.05,9.73,0.36,14.27,4.0
19571,22994,2021-09-16 19:00:00,22.59,26.67,9.51,0.43,5.77,4.0
19572,22995,2021-09-16 20:00:00,19.3,26.82,10.08,0.47,5.35,4.02
19573,22996,2021-09-16 21:00:00,14.48,30.36,10.12,0.48,3.98,4.03
19574,22997,2021-09-16 22:00:00,11.58,35.94,9.96,0.48,0.46,4.04
19575,22998,2021-09-16 23:00:00,9.87,30.38,9.87,0.49,0.46,4.07
19576,22999,2021-09-17 00:00:00,13.35,31.95,9.44,0.49,0.45,3.99
19577,23000,2021-09-17 01:00:00,14.77,29.2,9.93,0.48,0.46,4.03
19578,23001,2021-09-17 02:00:00,15.37,25.48,9.96,0.47,0.46,4.08
19579,23002,2021-09-17 03:00:00,12.01,24.5,10.22,0.47,0.45,4.01
19580,23003,2021-09-17 04:00:00,8.78,22.66,9.67,0.48,0.46,4.02
19581,23004,2021-09-17 05:00:00,7.2,20.46,9.4,0.47,0.45,4.02
19582,23005,2021-09-17 06:00:00,6.91,23.3,10.15,0.47,1.47,4.05
19583,23006,2021-09-17 07:00:00,7.36,24.83,10.18,0.47,2.34,4.03
19584,23007,2021-09-17 08:00:00,11.49,25.07,9.96,0.47,6.06,4.0
19585,23008,2021-09-17 09:00:00,12.19,24.41,9.88,0.48,17.56,4.0
19586,23009,2021-09-17 10:00:00,12.38,29.82,9.91,0.47,4.29,4.05
19587,23010,2021-09-17 11:00:00,18.57,35.07,10.18,0.48,4.34,4.04
19588,23011,2021-09-17 12:00:00,30.09,31.52,9.97,0.49,30.3,4.05
19589,23012,2021-09-17 13:00:00,39.87,52.69,10.07,0.5,30.3,4.03
19590,23013,2021-09-17 14:00:00,38.66,66.69,8.68,0.45,29.89,4.03
19591,23014,2021-09-17 15:00:00,36.78,68.07,9.11,0.42,24.61,4.05
19592,23015,2021-09-17 16:00:00,34.32,72.05,9.55,0.44,20.3,4.07
19593,23016,2021-09-17 17:00:00,37.33,71.25,9.12,0.42,20.01,4.06
19594,23017,2021-09-17 18:00:00,33.23,60.04,8.68,0.44,12.3,4.03
19595,23018,2021-09-17 19:00:00,25.36,52.29,8.24,0.47,6.29,4.68
19596,23019,2021-09-17 20:00:00,24.18,50.21,8.57,0.47,2.24,4.2
19597,23020,2021-09-17 21:00:00,22.56,53.47,8.8,0.46,2.34,4.04
19598,23021,2021-09-17 22:00:00,17.78,48.34,8.46,0.44,2.36,4.04
19599,23022,2021-09-17 23:00:00,16.54,43.17,8.23,0.45,2.3,4.04
19600,23023,2021-09-18 00:00:00,16.72,40.02,8.06,0.39,2.34,4.05
19601,23024,2021-09-18 01:00:00,13.34,34.78,8.27,0.37,2.32,4.06
19602,23025,2021-09-18 02:00:00,13.63,35.14,8.15,0.37,2.3,4.02
19603,23026,2021-09-18 03:00:00,13.59,33.52,8.17,0.38,2.29,4.05
19604,23027,2021-09-18 04:00:00,10.14,31.51,7.83,0.37,2.36,4.05
19605,23028,2021-09-18 05:00:00,9.21,31.64,8.05,0.37,2.27,4.05
19606,23029,2021-09-18 06:00:00,9.99,30.02,7.97,0.4,2.28,4.05
19607,23030,2021-09-18 07:00:00,11.66,28.74,8.06,0.43,2.69,4.1
19608,23032,2021-09-18 09:00:00,9.83,24.59,7.47,0.43,11.06,4.03
19609,23033,2021-09-18 10:00:00,19.05,38.52,8.02,0.43,24.39,4.07
19610,23034,2021-09-18 11:00:00,19.67,39.76,7.97,0.41,24.31,4.24
19611,23035,2021-09-18 12:00:00,25.01,40.86,7.79,0.4,30.32,4.06
19612,23036,2021-09-18 13:00:00,28.58,40.33,7.44,0.4,30.29,4.07
19613,23037,2021-09-18 14:00:00,27.83,43.5,7.4,0.39,30.32,4.06
19614,23038,2021-09-18 15:00:00,26.51,48.87,7.87,0.39,28.26,4.04
19615,23039,2021-09-18 16:00:00,22.63,48.81,7.82,0.4,22.01,4.06
19616,23040,2021-09-18 17:00:00,17.26,52.62,7.87,0.39,19.32,4.05
19617,23042,2021-09-18 19:00:00,13.72,33.55,7.72,0.41,3.29,4.06
19618,23043,2021-09-18 20:00:00,18.01,26.44,8.05,0.44,3.23,4.06
19619,23044,2021-09-18 21:00:00,13.98,29.57,7.77,0.56,3.37,4.12
19620,23045,2021-09-18 22:00:00,10.0,22.8,7.83,0.52,1.36,8.2
19621,23046,2021-09-18 23:00:00,14.15,19.84,7.52,0.53,1.35,8.15
19622,23047,2021-09-19 00:00:00,18.15,28.3,7.93,0.58,1.38,8.14
19623,23048,2021-09-19 01:00:00,18.02,27.55,8.14,0.58,1.41,8.17
19624,23049,2021-09-19 02:00:00,19.57,34.29,8.27,0.49,1.39,8.14
19625,23050,2021-09-19 03:00:00,22.18,34.96,7.81,0.47,1.41,8.21
19626,23051,2021-09-19 04:00:00,18.63,34.83,7.71,0.36,1.35,8.18
19627,23052,2021-09-19 05:00:00,19.7,30.94,7.72,0.35,1.34,8.06
19628,23053,2021-09-19 06:00:00,21.38,25.94,7.89,0.37,1.4,8.12
19629,23054,2021-09-19 07:00:00,18.34,21.75,7.67,0.41,2.8,8.1
19630,23055,2021-09-19 08:00:00,12.7,18.64,7.29,0.45,5.84,8.12
19631,23056,2021-09-19 09:00:00,12.2,15.09,7.62,0.42,11.5,8.11
19632,23057,2021-09-19 10:00:00,18.38,24.49,7.44,0.44,21.31,8.16
19633,23058,2021-09-19 11:00:00,25.02,34.43,7.52,0.41,27.29,8.14
19634,23059,2021-09-19 12:00:00,23.37,36.08,7.47,0.42,27.23,8.13
19635,23060,2021-09-19 13:00:00,22.16,39.75,6.93,0.4,27.3,8.09
19636,23061,2021-09-19 14:00:00,23.4,43.71,7.29,0.38,26.64,8.17
19637,23062,2021-09-19 15:00:00,24.48,40.64,7.77,0.37,22.3,8.12
19638,23063,2021-09-19 16:00:00,24.24,37.33,7.58,0.44,18.73,8.1
19639,23064,2021-09-19 17:00:00,19.64,38.33,7.2,0.51,12.24,8.14
19640,23065,2021-09-19 18:00:00,16.59,37.94,7.1,0.51,8.98,8.12
19641,23066,2021-09-19 19:00:00,20.59,38.69,7.68,0.5,4.28,8.14
19642,23067,2021-09-19 20:00:00,22.48,42.08,7.54,0.5,4.28,8.14
19643,23068,2021-09-19 21:00:00,22.94,44.19,7.82,0.83,3.02,8.16
19644,23069,2021-09-19 22:00:00,25.32,49.06,7.19,0.7,1.17,8.13
19645,23071,2021-09-20 00:00:00,33.32,46.2,7.53,0.39,1.15,8.16
19646,23072,2021-09-20 01:00:00,29.17,39.35,7.41,0.37,1.13,8.17
19647,23073,2021-09-20 02:00:00,22.09,37.3,7.39,0.35,1.16,8.11
19648,23074,2021-09-20 03:00:00,18.32,38.04,7.12,0.35,1.16,8.14
19649,23075,2021-09-20 04:00:00,15.57,29.9,7.4,0.35,1.14,8.13
19650,23076,2021-09-20 05:00:00,12.03,26.44,7.54,0.36,1.15,8.13
19651,23078,2021-09-20 07:00:00,18.23,37.45,7.06,0.4,5.29,8.1
19652,23079,2021-09-20 08:00:00,16.57,37.7,6.87,0.41,8.57,8.11
19653,23080,2021-09-20 09:00:00,15.68,40.0,7.23,0.49,16.8,8.17
19654,23082,2021-09-20 11:00:00,15.94,32.87,7.23,0.41,27.09,8.12
19655,23083,2021-09-20 12:00:00,13.79,30.84,6.67,0.42,29.29,8.11
19656,23084,2021-09-20 13:00:00,16.36,27.9,6.77,0.37,29.28,8.12
19657,23085,2021-09-20 14:00:00,16.48,31.26,6.49,0.37,29.17,8.03
19658,23086,2021-09-20 15:00:00,13.78,28.73,6.51,0.41,23.54,8.1
19659,23087,2021-09-20 16:00:00,12.45,24.12,6.67,0.34,20.33,6.72
19660,23088,2021-09-20 17:00:00,12.6,23.57,6.92,0.39,18.12,9.28
19661,23089,2021-09-20 18:00:00,10.35,29.45,7.66,0.51,10.45,10.52
19662,23090,2021-09-20 19:00:00,24.08,29.45,8.05,0.55,10.27,10.55
19663,23091,2021-09-20 20:00:00,21.34,36.09,8.52,0.62,10.26,10.52
19664,23092,2021-09-20 21:00:00,28.65,48.49,8.5,0.88,4.92,13.49
19665,23093,2021-09-20 22:00:00,30.42,56.16,9.02,0.96,2.3,14.92
19666,23094,2021-09-20 23:00:00,37.76,69.32,8.9,0.73,2.31,15.1
19667,23095,2021-09-21 00:00:00,38.95,63.93,8.7,0.52,2.32,14.73
19668,23096,2021-09-21 01:00:00,35.59,51.14,8.57,0.42,2.32,14.84
19669,23097,2021-09-21 02:00:00,33.7,40.86,8.27,0.36,2.3,14.63
19670,23098,2021-09-21 03:00:00,23.42,35.77,8.23,0.35,2.3,15.16
19671,23099,2021-09-21 04:00:00,19.89,31.47,8.35,0.34,2.29,14.65
19672,23100,2021-09-21 05:00:00,17.52,28.81,8.46,0.37,2.3,14.78
19673,23101,2021-09-21 06:00:00,16.04,26.3,9.11,0.5,2.3,14.75
19674,23102,2021-09-21 07:00:00,12.22,21.32,9.35,0.49,3.46,13.48
19675,23110,2021-09-21 15:00:00,13.15,41.42,8.77,0.48,11.57,8.43
19676,23113,2021-09-21 18:00:00,21.55,34.2,9.04,0.47,6.33,8.48
19677,23114,2021-09-21 19:00:00,18.43,28.42,9.25,0.58,4.96,8.47
19678,23115,2021-09-21 20:00:00,16.54,30.57,9.44,0.63,4.38,8.9
19679,23116,2021-09-21 21:00:00,14.15,32.3,8.78,0.64,4.31,8.68
19680,23117,2021-09-21 22:00:00,24.02,34.25,9.45,0.66,2.37,12.85
19681,23118,2021-09-21 23:00:00,23.33,40.79,9.56,0.66,2.34,12.51
19682,23119,2021-09-22 00:00:00,28.93,40.66,9.54,0.65,2.28,12.92
19683,23120,2021-09-22 01:00:00,25.45,42.11,9.49,0.64,2.31,12.88
19684,23121,2021-09-22 02:00:00,25.61,42.72,9.07,0.61,2.34,13.39
19685,23122,2021-09-22 03:00:00,19.45,38.99,9.72,0.58,2.28,12.81
19686,23123,2021-09-22 04:00:00,19.09,33.47,9.62,0.56,2.29,12.51
19687,23124,2021-09-22 05:00:00,17.94,29.1,9.86,0.55,2.27,12.77
19688,23125,2021-09-22 06:00:00,16.96,26.15,9.41,0.55,2.69,11.57
19689,23126,2021-09-22 07:00:00,16.0,26.52,9.59,0.55,4.44,10.09
19690,23127,2021-09-22 08:00:00,16.9,36.31,9.79,0.55,8.3,10.28
19691,23128,2021-09-22 09:00:00,17.55,41.91,9.77,0.56,12.86,10.34
19692,23129,2021-09-22 10:00:00,15.14,42.74,9.07,0.52,22.58,8.88
19693,23130,2021-09-22 11:00:00,14.07,44.94,8.13,0.45,28.71,7.75
19694,23131,2021-09-22 12:00:00,16.75,46.01,7.59,0.45,30.31,9.08
19695,23132,2021-09-22 13:00:00,17.38,49.74,7.6,0.46,30.29,11.46
19696,23133,2021-09-22 14:00:00,16.18,61.42,7.71,0.46,30.33,11.21
19697,23134,2021-09-22 15:00:00,14.18,67.1,7.56,0.44,30.34,11.2
19698,23135,2021-09-22 16:00:00,15.97,57.62,7.24,0.43,28.66,11.3
19699,23136,2021-09-22 17:00:00,15.61,49.51,8.83,0.46,18.9,11.79
19700,23137,2021-09-22 18:00:00,16.87,48.29,9.23,0.51,12.28,11.73
19701,23138,2021-09-22 19:00:00,19.88,50.04,9.52,0.51,8.79,17.83
19702,23139,2021-09-22 20:00:00,21.65,50.89,9.47,0.72,5.29,23.83
19703,23140,2021-09-22 21:00:00,24.12,58.75,10.07,1.02,5.3,22.4
19704,23141,2021-09-22 22:00:00,26.47,60.86,10.74,0.99,5.35,23.0
19705,23142,2021-09-22 23:00:00,30.06,71.46,10.36,0.71,2.29,11.33
19706,23143,2021-09-23 00:00:00,33.66,59.31,9.61,0.42,2.38,11.16
19707,23144,2021-09-23 01:00:00,27.26,44.61,9.29,0.47,2.26,11.16
19708,23145,2021-09-23 02:00:00,21.48,42.03,9.28,0.5,2.27,11.45
19709,23146,2021-09-23 03:00:00,20.76,47.42,9.39,0.5,2.32,11.59
19710,23147,2021-09-23 04:00:00,23.45,46.07,9.47,0.46,2.29,11.29
19711,23148,2021-09-23 05:00:00,22.03,45.42,9.36,0.43,2.28,11.34
19712,23149,2021-09-23 06:00:00,23.27,45.05,8.81,0.45,2.3,11.26
19713,23150,2021-09-23 07:00:00,24.89,39.72,9.44,0.51,3.98,10.36
19714,23151,2021-09-23 08:00:00,28.08,35.44,9.99,0.57,7.89,9.06
19715,23152,2021-09-23 09:00:00,19.61,29.54,10.05,0.57,15.0,8.87
19716,23153,2021-09-23 10:00:00,16.17,28.15,10.16,0.57,16.4,8.77
19717,23154,2021-09-23 11:00:00,14.04,25.46,8.25,0.5,23.3,12.83
19718,23155,2021-09-23 12:00:00,17.36,28.62,8.04,0.52,23.99,12.58
19719,23156,2021-09-23 13:00:00,19.73,31.04,8.16,0.52,29.3,12.47
19720,23157,2021-09-23 14:00:00,18.95,34.22,8.29,0.53,29.32,12.41
19721,23158,2021-09-23 15:00:00,18.83,37.38,7.85,0.43,25.09,11.32
19722,23159,2021-09-23 16:00:00,21.91,42.59,7.72,0.3,17.84,10.17
19723,23160,2021-09-23 17:00:00,18.95,46.38,8.56,0.31,15.26,9.98
19724,23161,2021-09-23 18:00:00,19.99,44.47,10.09,0.36,7.46,10.07
19725,23162,2021-09-23 19:00:00,18.39,40.72,10.29,0.41,4.22,23.43
19726,23163,2021-09-23 20:00:00,19.08,45.61,9.99,0.47,4.31,22.21
19727,23164,2021-09-23 21:00:00,18.08,46.27,10.12,0.46,4.3,22.05
19728,23165,2021-09-23 22:00:00,15.26,48.8,9.98,0.42,1.68,13.13
19729,23166,2021-09-23 23:00:00,19.43,44.9,9.7,0.35,1.04,10.28
19730,23167,2021-09-24 00:00:00,21.18,44.29,9.87,0.45,1.06,10.42
19731,23168,2021-09-24 01:00:00,22.33,44.41,9.87,0.46,1.05,10.26
19732,23169,2021-09-24 02:00:00,20.52,47.08,9.97,0.39,1.04,10.23
19733,23170,2021-09-24 03:00:00,18.24,49.14,9.48,0.29,1.06,10.22
19734,23171,2021-09-24 04:00:00,15.43,43.14,9.55,0.28,1.04,10.2
19735,23172,2021-09-24 05:00:00,14.3,32.27,9.0,0.3,0.99,9.77
19736,23173,2021-09-24 06:00:00,12.11,28.69,10.04,0.41,1.68,8.5
19737,23174,2021-09-24 07:00:00,11.13,29.14,10.25,0.41,2.3,6.87
19738,23175,2021-09-24 08:00:00,14.4,32.53,10.18,0.42,5.42,6.89
19739,23176,2021-09-24 09:00:00,17.05,35.88,10.29,0.4,7.33,6.73
19740,23177,2021-09-24 10:00:00,18.99,36.26,8.82,0.31,14.57,8.33
19741,23178,2021-09-24 11:00:00,23.34,33.68,8.97,0.28,22.74,11.39
19742,23179,2021-09-24 12:00:00,24.16,35.68,8.58,0.33,30.08,11.37
19743,23181,2021-09-24 14:00:00,20.95,31.91,8.36,0.36,33.25,6.98
19744,23182,2021-09-24 15:00:00,24.17,36.92,7.4,0.33,30.79,7.04
19745,23183,2021-09-24 16:00:00,22.64,37.75,7.77,0.33,25.23,8.55
19746,23184,2021-09-24 17:00:00,20.07,38.63,8.64,0.38,17.49,9.71
19747,23185,2021-09-24 18:00:00,25.79,54.64,9.92,0.41,12.49,10.19
19748,23186,2021-09-24 19:00:00,27.83,79.69,10.05,1.27,6.46,10.16
19749,23187,2021-09-24 20:00:00,27.94,92.81,9.5,0.71,4.38,10.13
19750,23188,2021-09-24 21:00:00,34.07,96.61,10.48,0.66,2.4,10.16
19751,23189,2021-09-24 22:00:00,29.0,73.82,9.8,0.52,1.04,10.34
19752,23190,2021-09-24 23:00:00,26.94,70.46,9.63,0.45,1.03,10.04
19753,23191,2021-09-25 00:00:00,22.45,56.97,9.63,0.62,1.08,9.98
19754,23192,2021-09-25 01:00:00,23.98,57.5,10.09,0.62,1.02,10.18
19755,23193,2021-09-25 02:00:00,30.24,60.02,9.37,0.41,1.02,9.82
19756,23194,2021-09-25 03:00:00,26.46,58.88,9.22,0.35,1.02,9.95
19757,23195,2021-09-25 04:00:00,21.97,50.35,9.79,0.53,1.05,9.87
19758,23196,2021-09-25 05:00:00,17.92,47.91,9.3,0.45,0.99,10.32
19759,23197,2021-09-25 06:00:00,20.12,47.49,9.43,0.4,1.94,11.95
19760,23198,2021-09-25 07:00:00,21.08,42.25,10.0,0.5,2.26,12.84
19761,23199,2021-09-25 08:00:00,26.19,53.48,10.42,0.52,10.27,21.84
19762,23200,2021-09-25 09:00:00,24.57,42.79,8.55,0.4,10.34,21.99
19763,23202,2021-09-25 11:00:00,17.67,43.02,10.19,0.49,24.3,8.91
19764,23203,2021-09-25 12:00:00,36.77,40.0,9.75,0.49,27.31,9.3
19765,23204,2021-09-25 13:00:00,28.98,42.16,10.05,0.46,27.27,8.88
19766,23205,2021-09-25 14:00:00,22.12,35.6,8.39,0.36,27.32,9.09
19767,23206,2021-09-25 15:00:00,24.32,33.48,8.79,0.34,25.09,10.27
19768,23207,2021-09-25 16:00:00,17.77,32.7,9.98,0.43,17.96,11.59
19769,23208,2021-09-25 17:00:00,16.81,32.18,10.53,0.45,17.33,11.35
19770,23209,2021-09-25 18:00:00,16.18,32.87,9.96,0.49,9.37,7.87
19771,23210,2021-09-25 19:00:00,20.33,42.6,9.05,0.79,5.73,7.08
19772,23211,2021-09-25 20:00:00,23.11,54.02,9.38,0.44,4.36,6.85
19773,23212,2021-09-25 21:00:00,25.48,57.83,9.98,0.53,4.3,6.86
19774,23213,2021-09-25 22:00:00,21.23,48.59,10.5,0.55,1.29,6.82
19775,23214,2021-09-25 23:00:00,17.72,43.71,9.96,0.47,1.27,6.93
19776,23215,2021-09-26 00:00:00,20.73,35.01,9.3,0.39,1.27,6.82
19777,23216,2021-09-26 01:00:00,23.36,33.93,9.36,0.39,1.27,6.64
19778,23217,2021-09-26 02:00:00,18.22,35.6,10.34,0.45,1.25,6.98
19779,23218,2021-09-26 03:00:00,19.81,38.97,10.68,0.51,1.31,6.62
19780,23219,2021-09-26 04:00:00,20.47,37.91,9.97,0.51,1.29,6.81
19781,23220,2021-09-26 05:00:00,22.02,34.66,10.23,0.5,1.3,6.86
19782,23221,2021-09-26 06:00:00,22.3,31.56,9.31,0.39,1.28,6.73
19783,23222,2021-09-26 07:00:00,20.56,35.28,9.51,0.4,1.61,6.81
19784,23223,2021-09-26 08:00:00,21.56,43.82,9.41,0.4,5.19,7.58
19785,23224,2021-09-26 09:00:00,21.73,51.59,8.9,0.39,10.3,11.33
19786,23225,2021-09-26 10:00:00,16.68,52.74,9.29,0.39,17.3,11.24
19787,23226,2021-09-26 11:00:00,24.8,56.35,10.37,0.49,25.36,11.18
